kingdom;phylum;class;order;family;species;iNatClass;first_level;second_level;third_level;fourth_level;fifth_level;observations_per_species;second_level_taxonomic_rank;third_level_taxonomic_rank;fourth_level_taxonomic_rank;fifth_level_taxonomic_rank;Observations;Average_observations_per_species_for_the_family
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Fratercula arctica;Birds;Birds;Charadriiformes;Alcidae;0;0;1141;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Fratercula cirrhata;Birds;Birds;Charadriiformes;Alcidae;0;0;178;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Fratercula corniculata;Birds;Birds;Charadriiformes;Alcidae;0;0;34;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Pinguinus impennis;Birds;Birds;Charadriiformes;Alcidae;0;0;0;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Ptychoramphus aleuticus;Birds;Birds;Charadriiformes;Alcidae;0;0;63;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Synthliboramphus antiquus;Birds;Birds;Charadriiformes;Alcidae;0;0;192;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Synthliboramphus hypoleucus;Birds;Birds;Charadriiformes;Alcidae;0;0;0;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Synthliboramphus scrippsi;Birds;Birds;Charadriiformes;Alcidae;0;0;0;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Uria aalge;Birds;Birds;Charadriiformes;Alcidae;0;0;1854;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Alcidae;Uria lomvia;Birds;Birds;Charadriiformes;Alcidae;0;0;340;Order;Family;NA;NA;10149;483
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius hiaticula;Birds;Birds;Charadriiformes;Charadriidae;0;0;63;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius melodus;Birds;Birds;Charadriiformes;Charadriidae;0;0;1286;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius mongolus;Birds;Birds;Charadriiformes;Charadriidae;0;0;0;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius montanus;Birds;Birds;Charadriiformes;Charadriidae;0;0;0;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius morinellus;Birds;Birds;Charadriiformes;Charadriidae;0;0;0;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius nivosus;Birds;Birds;Charadriiformes;Charadriidae;0;0;0;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius semipalmatus;Birds;Birds;Charadriiformes;Charadriidae;0;0;5182;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius vociferus;Birds;Birds;Charadriiformes;Charadriidae;0;0;14639;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius wilsonia;Birds;Birds;Charadriiformes;Charadriidae;0;0;0;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis apricaria;Birds;Birds;Charadriiformes;Charadriidae;0;0;10;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis dominica;Birds;Birds;Charadriiformes;Charadriidae;0;0;906;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis fulva;Birds;Birds;Charadriiformes;Charadriidae;0;0;85;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis squatarola;Birds;Birds;Charadriiformes;Charadriidae;0;0;3336;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus vanellus;Birds;Birds;Charadriiformes;Charadriidae;0;0;13;Order;Family;NA;NA;25520;1823
Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus bachmani;Birds;Birds;Charadriiformes;Haematopodidae;0;0;3857;Order;Family;NA;NA;3910;1303
Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus ostralegus;Birds;Birds;Charadriiformes;Haematopodidae;0;0;6;Order;Family;NA;NA;3910;1303
Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus palliatus;Birds;Birds;Charadriiformes;Haematopodidae;0;0;47;Order;Family;NA;NA;3910;1303
Animalia;Chordata;Aves;Charadriiformes;Laridae;Chlidonias leucopterus;Birds;Birds;Charadriiformes;Laridae;0;0;1;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Chlidonias niger;Birds;Birds;Charadriiformes;Laridae;0;0;1615;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Chroicocephalus philadelphia;Birds;Birds;Charadriiformes;Laridae;0;0;6107;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Chroicocephalus ridibundus;Birds;Birds;Charadriiformes;Laridae;0;0;434;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Gelochelidon nilotica;Birds;Birds;Charadriiformes;Laridae;0;0;15;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Hydrocoloeus minutus;Birds;Birds;Charadriiformes;Laridae;0;0;398;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Hydroprogne caspia;Birds;Birds;Charadriiformes;Laridae;0;0;3860;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus argentatus;Birds;Birds;Charadriiformes;Laridae;0;0;14942;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus californicus;Birds;Birds;Charadriiformes;Laridae;0;0;3008;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus canus;Birds;Birds;Charadriiformes;Laridae;0;0;63;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus crassirostris;Birds;Birds;Charadriiformes;Laridae;0;0;39;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus delawarensis;Birds;Birds;Charadriiformes;Laridae;0;0;31218;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus dominicanus;Birds;Birds;Charadriiformes;Laridae;0;0;0;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus fuscus;Birds;Birds;Charadriiformes;Laridae;0;0;975;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus glaucescens;Birds;Birds;Charadriiformes;Laridae;0;0;6642;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus glaucoides;Birds;Birds;Charadriiformes;Laridae;0;0;4110;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus heermanni;Birds;Birds;Charadriiformes;Laridae;0;0;386;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus hyperboreus;Birds;Birds;Charadriiformes;Laridae;0;0;1345;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus marinus;Birds;Birds;Charadriiformes;Laridae;0;0;7465;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus michahellis;Birds;Birds;Charadriiformes;Laridae;0;0;2;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus occidentalis;Birds;Birds;Charadriiformes;Laridae;0;0;130;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus schistisagus;Birds;Birds;Charadriiformes;Laridae;0;0;85;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Leucophaeus atricilla;Birds;Birds;Charadriiformes;Laridae;0;0;164;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Leucophaeus pipixcan;Birds;Birds;Charadriiformes;Laridae;0;0;2746;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Onychoprion aleuticus;Birds;Birds;Charadriiformes;Laridae;0;0;0;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Onychoprion anaethetus;Birds;Birds;Charadriiformes;Laridae;0;0;0;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Onychoprion fuscatus;Birds;Birds;Charadriiformes;Laridae;0;0;0;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Pagophila eburnea;Birds;Birds;Charadriiformes;Laridae;0;0;25;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Rhodostethia rosea;Birds;Birds;Charadriiformes;Laridae;0;0;11;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Rissa brevirostris;Birds;Birds;Charadriiformes;Laridae;0;0;1;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Rissa tridactyla;Birds;Birds;Charadriiformes;Laridae;0;0;1127;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Rynchops niger;Birds;Birds;Charadriiformes;Laridae;0;0;22;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna dougallii;Birds;Birds;Charadriiformes;Laridae;0;0;58;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna forsteri;Birds;Birds;Charadriiformes;Laridae;0;0;971;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna hirundo;Birds;Birds;Charadriiformes;Laridae;0;0;4182;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna paradisaea;Birds;Birds;Charadriiformes;Laridae;0;0;594;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Sternula antillarum;Birds;Birds;Charadriiformes;Laridae;0;0;11;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus elegans;Birds;Birds;Charadriiformes;Laridae;0;0;3;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus maximus;Birds;Birds;Charadriiformes;Laridae;0;0;5;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus sandvicensis;Birds;Birds;Charadriiformes;Laridae;0;0;4;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Laridae;Xema sabini;Birds;Birds;Charadriiformes;Laridae;0;0;204;Order;Family;NA;NA;92968;2268
Animalia;Chordata;Aves;Charadriiformes;Recurvirostridae;Himantopus mexicanus;Birds;Birds;Charadriiformes;Recurvirostridae;0;0;1167;Order;Family;NA;NA;3349;1674
Animalia;Chordata;Aves;Charadriiformes;Recurvirostridae;Recurvirostra americana;Birds;Birds;Charadriiformes;Recurvirostridae;0;0;2182;Order;Family;NA;NA;3349;1674
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Actitis macularius;Birds;Birds;Charadriiformes;Scolopacidae;0;0;10074;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Arenaria interpres;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1510;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Arenaria melanocephala;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1891;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Bartramia longicauda;Birds;Birds;Charadriiformes;Scolopacidae;0;0;885;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris acuminata;Birds;Birds;Charadriiformes;Scolopacidae;0;0;49;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris alba;Birds;Birds;Charadriiformes;Scolopacidae;0;0;3249;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris alpina;Birds;Birds;Charadriiformes;Scolopacidae;0;0;3306;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris bairdii;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1319;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris canutus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;619;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris falcinellus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris ferruginea;Birds;Birds;Charadriiformes;Scolopacidae;0;0;32;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris fuscicollis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1140;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris himantopus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;877;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris maritima;Birds;Birds;Charadriiformes;Scolopacidae;0;0;446;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris mauri;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1319;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris melanotos;Birds;Birds;Charadriiformes;Scolopacidae;0;0;2011;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris minuta;Birds;Birds;Charadriiformes;Scolopacidae;0;0;4;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris minutilla;Birds;Birds;Charadriiformes;Scolopacidae;0;0;5323;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris ptilocnemis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;102;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris pugnax;Birds;Birds;Charadriiformes;Scolopacidae;0;0;159;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris pusilla;Birds;Birds;Charadriiformes;Scolopacidae;0;0;3880;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris pygmea;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris ruficollis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;3;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris subruficollis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;334;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris temminckii;Birds;Birds;Charadriiformes;Scolopacidae;0;0;13;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris tenuirostris;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris virgata;Birds;Birds;Charadriiformes;Scolopacidae;0;0;582;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago delicata;Birds;Birds;Charadriiformes;Scolopacidae;0;0;3433;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago gallinago;Birds;Birds;Charadriiformes;Scolopacidae;0;0;27;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limnodromus griseus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1414;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limnodromus scolopaceus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1793;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limosa fedoa;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1238;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limosa haemastica;Birds;Birds;Charadriiformes;Scolopacidae;0;0;720;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limosa lapponica;Birds;Birds;Charadriiformes;Scolopacidae;0;0;36;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limosa limosa;Birds;Birds;Charadriiformes;Scolopacidae;0;0;13;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Lymnocryptes minimus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius americanus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;433;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius arquata;Birds;Birds;Charadriiformes;Scolopacidae;0;0;4;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius borealis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius madagascariensis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius phaeopus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1185;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius tahitiensis;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius tenuirostris;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Phalaropus fulicarius;Birds;Birds;Charadriiformes;Scolopacidae;0;0;290;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Phalaropus lobatus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1173;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Phalaropus tricolor;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1660;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Scolopax minor;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1935;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Scolopax rusticola;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa brevipes;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa erythropus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa flavipes;Birds;Birds;Charadriiformes;Scolopacidae;0;0;5723;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa glareola;Birds;Birds;Charadriiformes;Scolopacidae;0;0;7;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa incana;Birds;Birds;Charadriiformes;Scolopacidae;0;0;128;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa melanoleuca;Birds;Birds;Charadriiformes;Scolopacidae;0;0;8984;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa nebularia;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa semipalmata;Birds;Birds;Charadriiformes;Scolopacidae;0;0;1926;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa solitaria;Birds;Birds;Charadriiformes;Scolopacidae;0;0;4406;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa totanus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Xenus cinereus;Birds;Birds;Charadriiformes;Scolopacidae;0;0;0;Order;Family;NA;NA;75658;1282
Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius longicaudus;Birds;Birds;Charadriiformes;Stercorariidae;0;0;205;Order;Family;NA;NA;810;162
Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius maccormicki;Birds;Birds;Charadriiformes;Stercorariidae;0;0;60;Order;Family;NA;NA;810;162
Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius parasiticus;Birds;Birds;Charadriiformes;Stercorariidae;0;0;369;Order;Family;NA;NA;810;162
Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius pomarinus;Birds;Birds;Charadriiformes;Stercorariidae;0;0;168;Order;Family;NA;NA;810;162
Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius skua;Birds;Birds;Charadriiformes;Stercorariidae;0;0;8;Order;Family;NA;NA;810;162
Animalia;Chordata;Aves;Ciconiiformes;Ciconiidae;Mycteria americana;Birds;Birds;Ciconiiformes;Ciconiidae;0;0;31;Order;Family;NA;NA;31;31
Animalia;Chordata;Aves;Columbiformes;Columbidae;Columba livia;Birds;Birds;Columbiformes;Columbidae;0;0;595;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Columba palumbus;Birds;Birds;Columbiformes;Columbidae;0;0;1;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Columbina inca;Birds;Birds;Columbiformes;Columbidae;0;0;0;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Columbina passerina;Birds;Birds;Columbiformes;Columbidae;0;0;2;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Ectopistes migratorius;Birds;Birds;Columbiformes;Columbidae;0;0;2;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Patagioenas fasciata;Birds;Birds;Columbiformes;Columbidae;0;0;808;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Patagioenas leucocephala;Birds;Birds;Columbiformes;Columbidae;0;0;1;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Streptopelia decaocto;Birds;Birds;Columbiformes;Columbidae;0;0;3217;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Streptopelia orientalis;Birds;Birds;Columbiformes;Columbidae;0;0;24;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Zenaida asiatica;Birds;Birds;Columbiformes;Columbidae;0;0;159;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Columbiformes;Columbidae;Zenaida macroura;Birds;Birds;Columbiformes;Columbidae;0;0;23292;Order;Family;NA;NA;28101;2555
Animalia;Chordata;Aves;Coraciiformes;Alcedinidae;Megaceryle alcyon;Birds;Birds;Coraciiformes;Alcedinidae;0;0;11220;Order;Family;NA;NA;11220;11220
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Coccyzus americanus;Birds;Birds;Cuculiformes;Cuculidae;0;0;614;Order;Family;NA;NA;1751;350
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Coccyzus erythropthalmus;Birds;Birds;Cuculiformes;Cuculidae;0;0;1123;Order;Family;NA;NA;1751;350
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Crotophaga ani;Birds;Birds;Cuculiformes;Cuculidae;0;0;0;Order;Family;NA;NA;1751;350
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Crotophaga sulcirostris;Birds;Birds;Cuculiformes;Cuculidae;0;0;12;Order;Family;NA;NA;1751;350
